,image,mask
293,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7962781.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7962781.png
294,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/534872.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/534872.png
295,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1857454.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1857454.png
296,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3891459.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3891459.png
297,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10308917.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10308917.png
298,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8073436.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8073436.png
299,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3117760.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3117760.png
300,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11079936.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11079936.png
301,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10475893.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10475893.png
302,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10213563.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10213563.png
303,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9496271.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9496271.png
304,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/693649.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/693649.png
305,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5152956.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5152956.png
306,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3105539.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3105539.png
307,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3699878.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3699878.png
308,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11001939.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11001939.png
309,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11010431.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11010431.png
310,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1293387.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1293387.png
311,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8389878.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8389878.png
312,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7127764.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7127764.png
313,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8638238.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8638238.png
314,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10594533.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10594533.png
315,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2453393.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2453393.png
316,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2311094.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2311094.png
317,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7061032.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7061032.png
318,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11257492.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11257492.png
319,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10770756.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10770756.png
320,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8565121.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8565121.png
321,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2230041.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2230041.png
322,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/369967.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/369967.png
323,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6621793.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6621793.png
324,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2886582.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2886582.png
325,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10082531.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10082531.png
326,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7988867.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7988867.png
327,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5962222.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5962222.png
328,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7111487.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7111487.png
329,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9502429.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9502429.png
330,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7643107.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7643107.png
331,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9420534.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9420534.png
332,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1865392.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1865392.png
333,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5771510.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5771510.png
334,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5685563.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5685563.png
335,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11139013.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11139013.png
336,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/121633.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/121633.png
337,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1366749.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1366749.png
338,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8829820.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8829820.png
339,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10569583.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10569583.png
340,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1714242.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1714242.png
341,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2518793.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2518793.png
342,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1249116.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1249116.png
343,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9239684.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9239684.png
344,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6097607.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6097607.png
345,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10630305.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10630305.png
346,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3746152.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3746152.png
347,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9993390.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9993390.png
348,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1145509.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1145509.png
349,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1996240.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1996240.png
350,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8830218.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8830218.png
351,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9186952.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9186952.png
352,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3176759.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3176759.png
353,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7740618.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7740618.png
354,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/212444.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/212444.png
355,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1733140.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1733140.png
356,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1940933.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1940933.png
357,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/4760652.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/4760652.png
358,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1595409.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1595409.png
359,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1245763.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1245763.png
360,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6516232.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6516232.png
361,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6812329.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6812329.png
362,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9592990.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9592990.png
363,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11310151.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11310151.png
364,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10402258.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10402258.png
365,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5359796.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5359796.png
366,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9620791.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9620791.png
367,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2428535.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2428535.png
368,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1840205.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1840205.png
369,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8600395.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8600395.png
370,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1799227.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1799227.png
371,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9592394.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9592394.png
372,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2277567.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2277567.png
373,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5515690.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5515690.png
374,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3195927.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3195927.png
375,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11383504.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11383504.png
376,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6139254.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6139254.png
377,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2649721.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2649721.png
378,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3436922.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3436922.png
379,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5384213.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5384213.png
380,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2863998.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2863998.png
381,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11057361.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11057361.png
382,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/4562673.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/4562673.png
383,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6918747.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6918747.png
384,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7506374.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7506374.png
385,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10033891.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10033891.png
386,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10186564.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10186564.png
387,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5663274.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5663274.png
388,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6656022.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6656022.png
389,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11116737.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11116737.png
390,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5146362.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5146362.png
391,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5607181.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5607181.png
392,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10182680.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10182680.png
393,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2961972.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2961972.png
394,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2181014.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2181014.png
395,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/774627.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/774627.png
396,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3699560.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3699560.png
397,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9732795.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9732795.png
398,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1721077.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1721077.png
399,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5151670.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5151670.png
400,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1208109.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1208109.png
401,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10017648.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10017648.png
402,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/4195712.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/4195712.png
403,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7928374.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7928374.png
404,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6863904.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6863904.png
405,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7880824.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7880824.png
406,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8267408.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8267408.png
407,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/4860350.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/4860350.png
408,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8956191.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8956191.png
409,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3420187.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3420187.png
410,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3745034.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3745034.png
411,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2237096.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2237096.png
412,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9465046.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9465046.png
413,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10759271.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10759271.png
414,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7939176.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7939176.png
415,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9734184.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9734184.png
416,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7550140.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7550140.png
417,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6194292.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6194292.png
418,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7223453.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7223453.png
419,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1847546.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1847546.png
420,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7848282.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7848282.png
421,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1038606.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1038606.png
422,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7063561.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7063561.png
423,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10968646.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10968646.png
424,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8965764.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8965764.png
425,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7223897.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7223897.png
426,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10482836.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10482836.png
427,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2010252.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2010252.png
428,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7327497.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7327497.png
429,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9641855.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9641855.png
430,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8576568.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8576568.png
431,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/3335379.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/3335379.png
432,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6706039.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6706039.png
433,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8148539.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8148539.png
434,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/488018.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/488018.png
435,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2231519.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2231519.png
436,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7042670.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7042670.png
437,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1237880.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1237880.png
438,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9809925.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9809925.png
439,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8519784.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8519784.png
440,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1828065.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1828065.png
441,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8580537.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8580537.png
442,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/4146450.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/4146450.png
443,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2402413.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2402413.png
444,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2432865.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2432865.png
445,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1657152.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1657152.png
446,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5238427.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5238427.png
447,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10274845.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10274845.png
448,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5857785.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5857785.png
449,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10938062.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10938062.png
450,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/540773.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/540773.png
451,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9912745.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9912745.png
452,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6373996.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6373996.png
453,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7264954.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7264954.png
454,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10323230.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10323230.png
455,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6030899.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6030899.png
456,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8178010.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8178010.png
457,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/4406566.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/4406566.png
458,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10629385.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10629385.png
459,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/11037498.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/11037498.png
460,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7608925.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7608925.png
461,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7866666.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7866666.png
462,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/10909585.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/10909585.png
463,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1432156.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1432156.png
464,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/310633.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/310633.png
465,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6755764.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6755764.png
466,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1634099.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1634099.png
467,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/7777534.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/7777534.png
468,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/1235703.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/1235703.png
469,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/4763393.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/4763393.png
470,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/6282832.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/6282832.png
471,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9418757.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9418757.png
472,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9886073.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9886073.png
473,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/5927764.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/5927764.png
474,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/2029374.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/2029374.png
475,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/8956642.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/8956642.png
476,/home/parichya/Documents/sustainbench/data/crop_delineation/imgs/9542906.jpeg,/home/parichya/Documents/sustainbench/data/crop_delineation/masks/9542906.png
